"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0072530","purine-containing compound transmembrane transport","BP",20,2,2,0.894565296651232,0.859104768873059
"GO:0046185","aldehyde catabolic process","BP",10,1,0,0.859392370434716,1
"GO:0032782","bile acid secretion","BP",10,1,0,0.859392370434716,1
"GO:0097746","blood vessel diameter maintenance","BP",93,13,10,0.86696761154137,0.949247720214662
"GO:0035296","regulation of tube diameter","BP",93,13,10,0.86696761154137,0.949247720214662
"GO:0035150","regulation of tube size","BP",94,13,10,0.876485284884224,0.95344840626894
"GO:0006336","DNA replication-independent chromatin assembly","BP",21,1,2,0.983771498287098,0.87730567185953
"GO:0021988","olfactory lobe development","BP",21,2,2,0.909836313302959,0.87730567185953
"GO:0014829","vascular associated smooth muscle contraction","BP",21,2,2,0.909836313302959,0.87730567185953
"GO:0015867","ATP transport","BP",12,1,1,0.905036971988901,0.880754610002494
"GO:0021516","dorsal spinal cord development","BP",12,1,1,0.905036971988901,0.880754610002494
"GO:0034375","high-density lipoprotein particle remodeling","BP",12,1,1,0.905036971988901,0.880754610002494
"GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","BP",12,1,1,0.905036971988901,0.880754610002494
"GO:0030575","nuclear body organization","BP",12,0,1,1,0.880754610002494
"GO:0032354","response to follicle-stimulating hormone","BP",12,1,1,0.905036971988901,0.880754610002494
"GO:0010269","response to selenium ion","BP",12,1,1,0.905036971988901,0.880754610002494
"GO:0072378","blood coagulation, fibrin clot formation","BP",11,1,0,0.884446245912868,1
"GO:0018410","C-terminal protein amino acid modification","BP",11,1,0,0.884446245912868,1
"GO:0048712","negative regulation of astrocyte differentiation","BP",11,1,0,0.884446245912868,1
"GO:0032486","Rap protein signal transduction","BP",11,1,0,0.884446245912868,1
"GO:0061050","regulation of cell growth involved in cardiac muscle cell development","BP",11,1,0,0.884446245912868,1
"GO:0048070","regulation of developmental pigmentation","BP",11,1,0,0.884446245912868,1
"GO:2000291","regulation of myoblast proliferation","BP",11,1,0,0.884446245912868,1
"GO:0120305","regulation of pigmentation","BP",11,1,0,0.884446245912868,1
"GO:2001256","regulation of store-operated calcium entry","BP",11,1,0,0.884446245912868,1
"GO:0032620","interleukin-17 production","BP",30,1,3,0.997229086397208,0.886294965216229
"GO:0032660","regulation of interleukin-17 production","BP",30,1,3,0.997229086397208,0.886294965216229
"GO:0034724","DNA replication-independent chromatin organization","BP",22,1,2,0.986664720734622,0.893312515695733
"GO:0010984","regulation of lipoprotein particle clearance","BP",22,2,2,0.923013826889098,0.893312515695733
"GO:0032488","Cdc42 protein signal transduction","BP",13,1,1,0.921959441136688,0.900126283969996
"GO:0045019","negative regulation of nitric oxide biosynthetic process","BP",13,1,1,0.921959441136688,0.900126283969996
"GO:1904406","negative regulation of nitric oxide metabolic process","BP",13,1,1,0.921959441136688,0.900126283969996
"GO:0050927","positive regulation of positive chemotaxis","BP",13,1,1,0.921959441136688,0.900126283969996
"GO:0070071","proton-transporting two-sector ATPase complex assembly","BP",13,1,1,0.921959441136688,0.900126283969996
"GO:0042501","serine phosphorylation of STAT protein","BP",13,0,1,1,0.900126283969996
"GO:0045064","T-helper 2 cell differentiation","BP",13,1,1,0.921959441136688,0.900126283969996
"GO:0002829","negative regulation of type 2 immune response","BP",12,1,0,0.905036971988901,1
"GO:0007600","sensory perception","BP",570,90,81,0.910495817181322,0.919233485733657
"GO:0007040","lysosome organization","BP",65,8,5,0.912680738899428,0.986491703024439
"GO:0080171","lytic vacuole organization","BP",65,8,5,0.912680738899428,0.986491703024439
"GO:0051450","myoblast proliferation","BP",14,1,1,0.935867006947633,0.916351793281309
"GO:0045717","negative regulation of fatty acid biosynthetic process","BP",14,1,1,0.935867006947633,0.916351793281309
"GO:1903894","regulation of IRE1-mediated unfolded protein response","BP",14,1,1,0.935867006947633,0.916351793281309
"GO:0050926","regulation of positive chemotaxis","BP",14,1,1,0.935867006947633,0.916351793281309
"GO:0043691","reverse cholesterol transport","BP",14,1,1,0.935867006947633,0.916351793281309
"GO:0002295","T-helper cell lineage commitment","BP",14,1,1,0.935867006947633,0.916351793281309
"GO:0042310","vasoconstriction","BP",57,6,6,0.954755481944231,0.918486872748397
"GO:1903975","regulation of glial cell migration","BP",13,1,0,0.921959441136688,1
"GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","BP",15,0,1,1,0.929941977410594
"GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","BP",14,1,0,0.935867006947633,1
"GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP",16,1,1,0.956689844187759,0.941324752620142
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","BP",16,1,1,0.956689844187759,0.941324752620142
"GO:0002115","store-operated calcium entry","BP",15,1,0,0.94729668082247,1
"GO:0002363","alpha-beta T cell lineage commitment","BP",17,1,1,0.964409274195138,0.950858569213043
"GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","BP",25,2,1,0.952464595873643,0.988108408732427
"GO:0050912","detection of chemical stimulus involved in sensory perception of taste","BP",28,2,2,0.970953062250777,0.955053799688978
"GO:0050913","sensory perception of bitter taste","BP",27,2,1,0.965734666921102,0.991660382706765
"GO:0050906","detection of stimulus involved in sensory perception","BP",276,35,26,0.991964569718846,0.999639958676843
"GO:0009593","detection of chemical stimulus","BP",254,27,17,0.999479802249387,0.999998657014143
"GO:0007606","sensory perception of chemical stimulus","BP",262,24,24,0.999975816460687,0.999700408468609
"GO:0007608","sensory perception of smell","BP",217,18,18,0.999980753244501,0.999806384415642
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",197,17,11,0.999920783252122,0.999998754199611
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",227,20,14,0.999962124233195,0.999998844598082
"GO:1902270","(R)-carnitine transmembrane transport","BP",1,0,0,1,1
"GO:1900749","(R)-carnitine transport","BP",1,0,0,1,1
"GO:1903100","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process","BP",1,0,0,1,1
"GO:0046360","2-oxobutyrate biosynthetic process","BP",1,0,0,1,1
"GO:0140484","5-aminolevulinic acid import across plasma membrane","BP",1,0,0,1,1
"GO:0034463","90S preribosome assembly","BP",1,0,0,1,1
"GO:0021742","abducens nucleus development","BP",1,0,0,1,1
"GO:0009738","abscisic acid-activated signaling pathway","BP",1,0,0,1,1
"GO:0006083","acetate metabolic process","BP",1,0,0,1,1
"GO:0043438","acetoacetic acid metabolic process","BP",1,0,0,1,1
"GO:0019427","acetyl-CoA biosynthetic process from acetate","BP",1,0,0,1,1
"GO:0090425","acinar cell differentiation","BP",1,0,0,1,1
"GO:0070650","actin filament bundle distribution","BP",1,0,0,1,1
"GO:0061573","actin filament bundle retrograde transport","BP",1,0,0,1,1
"GO:0071846","actin filament debranching","BP",1,0,0,1,1
"GO:0031289","actin phosphorylation","BP",1,0,0,1,1
"GO:0060520","activation of prostate induction by androgen receptor signaling pathway","BP",1,0,0,1,1
"GO:2000689","actomyosin contractile ring assembly actin filament organization","BP",1,0,0,1,1
"GO:0000916","actomyosin contractile ring contraction","BP",1,0,0,1,1
"GO:0002525","acute inflammatory response to non-antigenic stimulus","BP",1,0,0,1,1
"GO:1902616","acyl carnitine transmembrane transport","BP",1,0,0,1,1
"GO:0006844","acyl carnitine transport","BP",1,0,0,1,1
"GO:0016062","adaptation of rhodopsin mediated signaling","BP",1,0,0,1,1
"GO:0006168","adenine salvage","BP",1,0,0,1,1
"GO:1901911","adenosine 5'-(hexahydrogen pentaphosphate) catabolic process","BP",1,0,0,1,1
"GO:1901910","adenosine 5'-(hexahydrogen pentaphosphate) metabolic process","BP",1,0,0,1,1
"GO:0071881","adenylate cyclase-inhibiting adrenergic receptor signaling pathway","BP",1,0,0,1,1
"GO:0044651","adhesion of symbiont to host epithelial cell","BP",1,0,0,1,1
"GO:0097055","agmatine biosynthetic process","BP",1,0,0,1,1
"GO:0046305","alkanesulfonate biosynthetic process","BP",1,0,0,1,1
"GO:1905069","allantois development","BP",1,0,0,1,1
"GO:0002299","alpha-beta intraepithelial T cell differentiation","BP",1,0,0,1,1
"GO:0043041","amino acid activation for nonribosomal peptide biosynthetic process","BP",1,0,0,1,1
"GO:0032974","amino acid transmembrane export from vacuole","BP",1,0,0,1,1
"GO:0098990","AMPA selective glutamate receptor signaling pathway","BP",1,0,0,1,1
"GO:0010021","amylopectin biosynthetic process","BP",1,0,0,1,1
"GO:2000896","amylopectin metabolic process","BP",1,0,0,1,1
"GO:0086098","angiotensin-activated signaling pathway involved in heart process","BP",1,0,0,1,1
"GO:0001998","angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure","BP",1,0,0,1,1
"GO:0002033","angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP",1,0,0,1,1
"GO:0007387","anterior compartment pattern formation","BP",1,0,0,1,1
"GO:0072165","anterior mesonephric tubule development","BP",1,0,0,1,1
"GO:0098972","anterograde dendritic transport of mitochondrion","BP",1,0,0,1,1
"GO:0140367","antibacterial innate immune response","BP",1,0,0,1,1
"GO:0002747","antigen processing and presentation following phagocytosis","BP",1,0,0,1,1
"GO:0002488","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway","BP",1,0,0,1,1
"GO:0002489","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent","BP",1,0,0,1,1
"GO:0002505","antigen processing and presentation of polysaccharide antigen via MHC class II","BP",1,0,0,1,1
"GO:0002406","antigen sampling by M cells in mucosal-associated lymphoid tissue","BP",1,0,0,1,1
"GO:0002404","antigen sampling in mucosal-associated lymphoid tissue","BP",1,0,0,1,1
"GO:0002412","antigen transcytosis by M cells in mucosal-associated lymphoid tissue","BP",1,0,0,1,1
"GO:0060183","apelin receptor signaling pathway","BP",1,0,0,1,1
"GO:0060057","apoptotic process involved in mammary gland involution","BP",1,0,0,1,1
"GO:0019544","arginine catabolic process to glutamate","BP",1,0,0,1,1
"GO:0019493","arginine catabolic process to proline","BP",1,0,0,1,1
"GO:0010121","arginine catabolic process to proline via ornithine","BP",1,0,0,1,1
"GO:0000053","argininosuccinate metabolic process","BP",1,0,0,1,1
"GO:1901684","arsenate ion transmembrane transport","BP",1,0,0,1,1
"GO:0018872","arsonoacetate metabolic process","BP",1,0,0,1,1
"GO:0001984","artery vasodilation involved in baroreceptor response to increased systemic arterial blood pressure","BP",1,0,0,1,1
"GO:0006530","asparagine catabolic process","BP",1,0,0,1,1
"GO:0033345","asparagine catabolic process via L-aspartate","BP",1,0,0,1,1
"GO:1903713","asparagine transmembrane transport","BP",1,0,0,1,1
"GO:0006532","aspartate biosynthetic process","BP",1,0,0,1,1
"GO:0035700","astrocyte chemotaxis","BP",1,0,0,1,1
"GO:1904669","ATP export","BP",1,0,0,1,1
"GO:0060929","atrioventricular node cell fate commitment","BP",1,0,0,1,1
"GO:0051316","attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation","BP",1,0,0,1,1
"GO:0048320","axial mesoderm formation","BP",1,0,0,1,1
"GO:0060404","axonemal microtubule depolymerization","BP",1,0,0,1,1
"GO:1990117","B cell receptor apoptotic signaling pathway","BP",1,0,0,1,1
"GO:0032597","B cell receptor transport into membrane raft","BP",1,0,0,1,1
"GO:0032595","B cell receptor transport within lipid bilayer","BP",1,0,0,1,1
"GO:0045175","basal protein localization","BP",1,0,0,1,1
"GO:0097510","base-excision repair, AP site formation via deaminated base removal","BP",1,0,0,1,1
"GO:0006288","base-excision repair, DNA ligation","BP",1,0,0,1,1
"GO:0051780","behavioral response to nutrient","BP",1,0,0,1,1
"GO:0019482","beta-alanine metabolic process","BP",1,0,0,1,1
"GO:1901810","beta-carotene metabolic process","BP",1,0,0,1,1
"GO:0030573","bile acid catabolic process","BP",1,0,0,1,1
"GO:0006789","bilirubin conjugation","BP",1,0,0,1,1
"GO:0015723","bilirubin transport","BP",1,0,0,1,1
"GO:0098786","biofilm matrix disassembly","BP",1,0,0,1,1
"GO:0098784","biofilm matrix organization","BP",1,0,0,1,1
"GO:0070980","biphenyl catabolic process","BP",1,0,0,1,1
"GO:0097497","blood vessel endothelial cell delamination","BP",1,0,0,1,1
"GO:0031989","bombesin receptor signaling pathway","BP",1,0,0,1,1
"GO:0060667","branch elongation involved in salivary gland morphogenesis","BP",1,0,0,1,1
"GO:0060854","branching involved in lymph vessel morphogenesis","BP",1,0,0,1,1
"GO:0061114","branching involved in pancreas morphogenesis","BP",1,0,0,1,1
"GO:0016132","brassinosteroid biosynthetic process","BP",1,0,0,1,1
"GO:0016131","brassinosteroid metabolic process","BP",1,0,0,1,1
"GO:0062175","brexanolone catabolic process","BP",1,0,0,1,1
"GO:0046359","butyrate catabolic process","BP",1,0,0,1,1
"GO:0038118","C-C chemokine receptor CCR7 signaling pathway","BP",1,0,0,1,1
"GO:1990408","calcitonin gene-related peptide receptor signaling pathway","BP",1,0,0,1,1
"GO:0061591","calcium activated galactosylceramide scrambling","BP",1,0,0,1,1
"GO:0061590","calcium activated phosphatidylcholine scrambling","BP",1,0,0,1,1
"GO:0061589","calcium activated phosphatidylserine scrambling","BP",1,0,0,1,1
"GO:1903515","calcium ion transport from cytosol to endoplasmic reticulum","BP",1,0,0,1,1
"GO:0003245","cardiac muscle tissue growth involved in heart morphogenesis","BP",1,0,0,1,1
"GO:0060945","cardiac neuron differentiation","BP",1,0,0,1,1
"GO:0060927","cardiac pacemaker cell fate commitment","BP",1,0,0,1,1
"GO:0003142","cardiogenic plate morphogenesis","BP",1,0,0,1,1
"GO:0042413","carnitine catabolic process","BP",1,0,0,1,1
"GO:0035499","carnosine biosynthetic process","BP",1,0,0,1,1
"GO:0061103","carotid body glomus cell differentiation","BP",1,0,0,1,1
"GO:0060536","cartilage morphogenesis","BP",1,0,0,1,1
"GO:0140708","CAT tailing","BP",1,0,0,1,1
"GO:0021757","caudate nucleus development","BP",1,0,0,1,1
"GO:0002362","CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment","BP",1,0,0,1,1
"GO:0035698","CD8-positive, alpha-beta cytotoxic T cell extravasation","BP",1,0,0,1,1
"GO:0002300","CD8-positive, alpha-beta intraepithelial T cell differentiation","BP",1,0,0,1,1
"GO:0002302","CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",1,0,0,1,1
"GO:0046705","CDP biosynthetic process","BP",1,0,0,1,1
"GO:0046704","CDP metabolic process","BP",1,0,0,1,1
"GO:0090667","cell chemotaxis to vascular endothelial growth factor","BP",1,0,0,1,1
"GO:0010643","cell communication by chemical coupling","BP",1,0,0,1,1
"GO:0035212","cell competition in a multicellular organism","BP",1,0,0,1,1
