"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0097343","ripoptosome assembly","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1901026","ripoptosome assembly involved in necroptotic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060662","salivary gland cavitation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060528","secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061792","secretory granule maturation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:1900220","semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0061107","seminal vesicle development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0050915","sensory perception of sour taste","BP",2,1,0,0.543928309390988,1
"GO:0031106","septin ring organization","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0003343","septum transversum development","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0006434","seryl-tRNA aminoacylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0016107","sesquiterpenoid catabolic process","BP",2,1,0,0.543928309390988,1
"GO:0006714","sesquiterpenoid metabolic process","BP",2,1,0,0.543928309390988,1
"GO:0007227","signal transduction downstream of smoothened","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0021938","smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation","BP",2,1,0,0.543928309390988,1
"GO:0120049","snRNA (adenine-N6)-methylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0030382","sperm mitochondrion organization","BP",2,1,0,0.543928309390988,1
"GO:0000390","spliceosomal complex disassembly","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0042271","susceptibility to natural killer cell mediated cytotoxicity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060370","susceptibility to T cell mediated cytotoxicity","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0099538","synaptic signaling via neuropeptide","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0031627","telomeric loop formation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0035990","tendon cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0035992","tendon formation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0046247","terpene catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0042214","terpene metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0060748","tertiary branching involved in mammary gland duct morphogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0046900","tetrahydrofolylpolyglutamate metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0016108","tetraterpenoid metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0030974","thiamine pyrophosphate transmembrane transport","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0038163","thrombopoietin-mediated signaling pathway","BP",2,1,0,0.543928309390988,1
"GO:0046105","thymidine biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0097536","thymus epithelium morphogenesis","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0048014","Tie signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0034146","toll-like receptor 5 signaling pathway","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0034150","toll-like receptor 6 signaling pathway","BP",2,1,0,0.543928309390988,1
"GO:0035981","tongue muscle cell differentiation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0099540","trans-synaptic signaling by neuropeptide","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0006642","triglyceride mobilization","BP",2,1,0,0.543928309390988,1
"GO:0002946","tRNA C5-cytosine methylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0002926","tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0002101","tRNA wobble cytosine modification","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0006436","tryptophanyl-tRNA aminoacylation","BP",2,1,0,0.543928309390988,1
"GO:0060605","tube lumen cavitation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0019276","UDP-N-acetylgalactosamine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0019860","uracil metabolic process","BP",2,1,0,0.543928309390988,1
"GO:0097274","urea homeostasis","BP",2,1,0,0.543928309390988,1
"GO:0072193","ureter smooth muscle cell differentiation","BP",2,1,0,0.543928309390988,1
"GO:0072191","ureter smooth muscle development","BP",2,1,0,0.543928309390988,1
"GO:0072190","ureter urothelium development","BP",2,1,0,0.543928309390988,1
"GO:0006218","uridine catabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0046108","uridine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0034486","vacuolar transmembrane transport","BP",2,1,0,0.543928309390988,1
"GO:0048203","vesicle targeting, trans-Golgi to endosome","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0021650","vestibulocochlear nerve formation","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0010025","wax biosynthetic process","BP",2,1,0,0.543928309390988,1
"GO:0010166","wax metabolic process","BP",2,1,0,0.543928309390988,1
"GO:0046110","xanthine metabolic process","BP",2,1,1,0.543928309390988,0.756596747646076
"GO:0030593","neutrophil chemotaxis","BP",69,19,35,0.842610805071509,0.54407633409189
"GO:0048026","positive regulation of mRNA splicing, via spliceosome","BP",21,7,10,0.547847463650097,0.69027024550647
"GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","BP",21,7,9,0.547847463650097,0.82474825451168
"GO:0032965","regulation of collagen biosynthetic process","BP",21,7,7,0.547847463650097,0.965773537203149
"GO:0016525","negative regulation of angiogenesis","BP",91,28,46,0.672906660030791,0.550568238336679
"GO:2000181","negative regulation of blood vessel morphogenesis","BP",91,28,46,0.672906660030791,0.550568238336679
"GO:1901343","negative regulation of vasculature development","BP",91,28,46,0.672906660030791,0.550568238336679
"GO:1990748","cellular detoxification","BP",93,29,47,0.642238277347141,0.551117427378122
"GO:0002687","positive regulation of leukocyte migration","BP",95,23,48,0.969199269503419,0.551660758916966
"GO:0010460","positive regulation of heart rate","BP",18,6,9,0.556793053856821,0.614756707141181
"GO:0050951","sensory perception of temperature stimulus","BP",18,6,9,0.556793053856821,0.614756707141181
"GO:0042743","hydrogen peroxide metabolic process","BP",40,13,19,0.557491040790279,0.711726408182507
"GO:0051882","mitochondrial depolarization","BP",15,5,7,0.567757253501178,0.714429702581164
"GO:0035821","modulation of process of another organism","BP",15,5,7,0.567757253501178,0.714429702581164
"GO:0010714","positive regulation of collagen metabolic process","BP",15,5,6,0.567757253501178,0.861038901843541
"GO:0042069","regulation of catecholamine metabolic process","BP",15,5,7,0.567757253501178,0.714429702581164
"GO:0010453","regulation of cell fate commitment","BP",15,5,2,0.567757253501178,0.999591881188888
"GO:0042053","regulation of dopamine metabolic process","BP",15,5,7,0.567757253501178,0.714429702581164
"GO:0044321","response to leptin","BP",15,5,7,0.567757253501178,0.714429702581164
"GO:0001829","trophectodermal cell differentiation","BP",15,5,7,0.567757253501178,0.714429702581164
"GO:0038084","vascular endothelial growth factor signaling pathway","BP",34,11,16,0.569838513790649,0.723023217825755
"GO:0045109","intermediate filament organization","BP",50,16,23,0.580956200263949,0.788615265137649
"GO:0097202","activation of cysteine-type endopeptidase activity","BP",12,4,6,0.58184144387842,0.630649744968034
"GO:0061308","cardiac neural crest cell development involved in heart development","BP",12,4,4,0.58184144387842,0.933258155298679
"GO:0061307","cardiac neural crest cell differentiation involved in heart development","BP",12,4,4,0.58184144387842,0.933258155298679
"GO:0000727","double-strand break repair via break-induced replication","BP",12,4,4,0.58184144387842,0.933258155298679
"GO:0030202","heparin metabolic process","BP",12,4,5,0.58184144387842,0.818785716647886
"GO:0036159","inner dynein arm assembly","BP",12,4,4,0.58184144387842,0.933258155298679
"GO:0072074","kidney mesenchyme development","BP",12,4,5,0.58184144387842,0.818785716647886
"GO:0030033","microvillus assembly","BP",12,4,5,0.58184144387842,0.818785716647886
"GO:0072531","pyrimidine-containing compound transmembrane transport","BP",12,4,5,0.58184144387842,0.818785716647886
"GO:0010225","response to UV-C","BP",12,4,3,0.58184144387842,0.982778217312804
"GO:0032252","secretory granule localization","BP",12,4,5,0.58184144387842,0.818785716647886
"GO:0001523","retinoid metabolic process","BP",69,22,33,0.586139978231981,0.723275356259582
"GO:0014033","neural crest cell differentiation","BP",68,15,34,0.978395815267492,0.59143224129634
"GO:0048864","stem cell development","BP",64,15,32,0.956770925170702,0.591604674769001
"GO:0014032","neural crest cell development","BP",60,13,30,0.976404159214875,0.591879080758131
"GO:0034754","cellular hormone metabolic process","BP",104,33,52,0.600237358383618,0.592548006636856
"GO:0046621","negative regulation of organ growth","BP",25,8,11,0.594351577389349,0.806823624173626
"GO:0042698","ovulation cycle","BP",44,10,22,0.942488709871559,0.594511261586841
"GO:0051965","positive regulation of synapse assembly","BP",44,11,22,0.890940913937098,0.594511261586841
"GO:0006636","unsaturated fatty acid biosynthetic process","BP",40,11,20,0.797881718460297,0.595761064826442
"GO:0071715","icosanoid transport","BP",38,8,19,0.957938604502426,0.596520586058796
"GO:0043537","negative regulation of blood vessel endothelial cell migration","BP",41,13,18,0.599447841300223,0.84686028736282
"GO:0045124","regulation of bone resorption","BP",32,9,16,0.758554970159227,0.599513720593317
"GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","BP",32,10,16,0.623654536730453,0.599513720593317
"GO:0032309","icosanoid secretion","BP",30,5,15,0.984451392352066,0.600818380339484
"GO:0097709","connective tissue replacement","BP",9,3,3,0.60127033585917,0.916557058401164
"GO:0042167","heme catabolic process","BP",9,3,4,0.60127033585917,0.759018782044954
"GO:0034392","negative regulation of smooth muscle cell apoptotic process","BP",9,3,4,0.60127033585917,0.759018782044954
"GO:0046149","pigment catabolic process","BP",9,3,4,0.60127033585917,0.759018782044954
"GO:0043950","positive regulation of cAMP-mediated signaling","BP",9,3,4,0.60127033585917,0.759018782044954
"GO:1900426","positive regulation of defense response to bacterium","BP",9,3,4,0.60127033585917,0.759018782044954
"GO:0046135","pyrimidine nucleoside catabolic process","BP",9,3,2,0.60127033585917,0.982279996025167
"GO:0046133","pyrimidine ribonucleoside catabolic process","BP",9,3,2,0.60127033585917,0.982279996025167
"GO:0046131","pyrimidine ribonucleoside metabolic process","BP",9,3,2,0.60127033585917,0.982279996025167
"GO:1902950","regulation of dendritic spine maintenance","BP",9,3,3,0.60127033585917,0.916557058401164
"GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","BP",9,3,2,0.60127033585917,0.982279996025167
"GO:0010896","regulation of triglyceride catabolic process","BP",9,3,2,0.60127033585917,0.982279996025167
"GO:0042428","serotonin metabolic process","BP",9,3,3,0.60127033585917,0.916557058401164
"GO:0042761","very long-chain fatty acid biosynthetic process","BP",9,3,4,0.60127033585917,0.759018782044954
"GO:0010922","positive regulation of phosphatase activity","BP",28,5,14,0.973801157968782,0.602323673648813
"GO:0000154","rRNA modification","BP",28,7,14,0.853015430550459,0.602323673648813
"GO:1990869","cellular response to chemokine","BP",57,18,27,0.60608916876498,0.735857579475746
"GO:1990868","response to chemokine","BP",57,18,27,0.60608916876498,0.735857579475746
"GO:0006111","regulation of gluconeogenesis","BP",38,12,18,0.606728483885107,0.715177396960686
"GO:0001975","response to amphetamine","BP",22,6,11,0.768715257918887,0.608500664881732
"GO:0042219","cellular modified amino acid catabolic process","BP",20,5,10,0.82879232051816,0.611343139101467
"GO:0010529","negative regulation of transposition","BP",20,6,10,0.673731659308968,0.611343139101467
"GO:0010528","regulation of transposition","BP",20,6,10,0.673731659308968,0.611343139101467
"GO:0031167","rRNA methylation","BP",20,6,10,0.673731659308968,0.611343139101467
"GO:0043507","positive regulation of JUN kinase activity","BP",35,11,16,0.61474571302114,0.77480310450149
"GO:0046850","regulation of bone remodeling","BP",35,11,17,0.61474571302114,0.661534602398319
"GO:0036120","cellular response to platelet-derived growth factor stimulus","BP",18,4,9,0.884260553058995,0.614756707141181
"GO:0051873","killing by host of symbiont cells","BP",18,5,9,0.744706633070964,0.614756707141181
"GO:0090023","positive regulation of neutrophil chemotaxis","BP",18,3,9,0.96162728764885,0.614756707141181
"GO:0055022","negative regulation of cardiac muscle tissue growth","BP",19,6,8,0.61780917106525,0.835355835847463
"GO:0061117","negative regulation of heart growth","BP",19,6,8,0.61780917106525,0.835355835847463
"GO:0042093","T-helper cell differentiation","BP",51,16,24,0.61802547016893,0.743891588962017
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP",16,4,8,0.815427358082528,0.618916538893116
"GO:0030277","maintenance of gastrointestinal epithelium","BP",16,4,8,0.815427358082528,0.618916538893116
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP",16,5,8,0.633400595986779,0.618916538893116
"GO:0046006","regulation of activated T cell proliferation","BP",32,10,15,0.623654536730453,0.727507790461787
